qid,rid,match
Q21557,R868890,1
Q08477,R790386,1
Q16912,R549153,0
Q26287,R001294,1
Q22120,R434065,0
Q24019,R654148,0
Q19172,R967008,0
Q11779,R146358,0
Q21826,R059000,1
Q03278,R105523,0
Q03061,R339051,1
Q29510,R004535,1
Q02276,R586407,1
Q27558,R002570,1
Q08708,R314884,0
Q00349,R856572,0
Q03488,R809332,0
Q28226,R003244,1
Q00423,R983617,1
Q30416,R005445,1
Q08506,R429897,0
Q03213,R075434,0
Q06240,R045080,1
Q14013,R858207,1
Q25015,R000015,1
Q15146,R972893,0
Q01599,R579489,0
Q04259,R329462,1
Q26244,R001251,1
Q30080,R005108,1
Q26952,R001961,1
Q01272,R289891,1
Q19923,R343064,0
Q19095,R391610,0
Q11669,R262089,1
Q05909,R629944,0
Q30502,R005532,1
Q15023,R596005,1
Q15684,R915056,0
Q13819,R282742,0
Q20746,R390689,1
Q04954,R393416,0
Q10069,R049106,1
Q26753,R001762,1
Q26218,R001225,1
Q08350,R314664,1
Q29732,R004758,1
Q29701,R004727,1
Q15888,R706940,0
Q21221,R833701,0
Q02887,R557711,0
Q27966,R002983,1
Q28377,R003395,1
Q26647,R001655,1
Q28461,R003479,1
Q20734,R570770,0
Q30015,R005042,1
Q10672,R830319,0
Q00886,R636950,0
Q04290,R546332,1
Q12348,R124003,0
Q14724,R980404,1
Q20362,R124887,0
Q09534,R382510,0
Q14173,R049319,0
Q11298,R937484,0
Q29203,R004225,1
Q10459,R879356,1
Q29366,R004390,1
Q18459,R327256,1
Q30376,R005405,1
Q00658,R257759,0
Q27849,R002864,1
Q25777,R000781,1
Q07412,R600924,1
Q29873,R004899,1
Q15891,R611959,0
Q06758,R310803,0
Q18135,R895498,0
Q14395,R648387,0
Q00584,R887036,1
Q03396,R218111,0
Q26907,R001916,1
Q02644,R080422,0
Q16663,R960202,0
Q06583,R599760,1
Q24977,R019327,0
Q29829,R004855,1
Q13433,R595366,0
Q23151,R888650,1
Q05641,R171904,0
Q02707,R689578,1
Q01424,R496954,0
Q06147,R017928,1
Q24457,R172424,0
Q23717,R052943,0
Q25781,R000786,1
Q20961,R591538,1
Q09523,R333091,0
Q00813,R473899,0
Q07383,R629580,0
Q14948,R445830,0
Q03968,R732107,0
Q11375,R095472,1
Q28011,R003028,1
Q17070,R834001,0
Q27925,R002940,1
Q14572,R881892,1
Q06083,R362781,1
Q02603,R578212,0
Q03945,R621508,0
Q08340,R330803,0
Q14456,R157359,0
Q24121,R483290,0
Q29375,R004399,1
Q08290,R266557,0
Q21528,R349222,0
Q03465,R618740,0
Q12254,R599465,1
Q12877,R713946,0
Q00601,R235723,0
Q22118,R017662,1
Q11102,R093928,0
Q15224,R525691,0
Q01076,R036757,0
Q29276,R004299,1
Q06932,R958445,0
Q27553,R002565,1
Q09330,R125951,0
Q01037,R236973,0
Q16801,R773691,0
Q13398,R676275,0
Q12382,R544335,0
Q05458,R284895,1
Q19323,R446126,0
Q25412,R000416,1
Q26296,R001303,1
Q21411,R593823,1
Q30340,R005369,1
Q15860,R990322,0
Q24629,R822453,0
Q24850,R988502,0
Q17451,R634446,0
Q20863,R540840,1
Q29315,R004339,1
Q25422,R000426,1
Q26495,R001503,1
Q19566,R193908,1
Q29317,R004341,1
Q13490,R481761,1
Q09544,R348199,1
Q07631,R199384,1
Q11563,R310994,0
Q27355,R002367,1
Q01039,R968932,0
Q03583,R756349,1
Q28466,R003484,1
Q09440,R284819,0
Q20125,R418674,0
Q09731,R093810,0
Q09216,R296512,0
Q10151,R102873,0
Q02582,R240911,0
Q12112,R261704,0
Q29246,R004268,1
Q08637,R818503,0
Q29065,R004087,1
Q09593,R128868,1
Q02398,R810530,1
Q20219,R672408,1
Q29646,R004672,1
Q09305,R724002,1
Q05051,R337185,0
Q28190,R003208,1
Q27817,R002832,1
Q28992,R004014,1
Q21409,R285017,0
Q24590,R086969,0
Q21147,R135333,0
Q28882,R003902,1
Q24651,R833493,0
Q10933,R251558,0
Q28674,R003693,1
Q29025,R004047,1
Q10152,R106736,0
Q26994,R002003,1
Q16498,R619240,0
Q00662,R082585,0
Q18250,R671644,1
Q28254,R003272,1
Q21673,R774651,0
Q27880,R002895,1
Q26885,R001894,1
Q16585,R827129,0
Q12196,R601547,0
Q16348,R898660,1
Q01261,R128344,0
Q13779,R914369,1
Q19216,R769532,0
Q03022,R394772,0
Q16400,R334569,0
Q14820,R785214,1
Q22425,R898212,0
Q20349,R424957,1
Q13997,R034678,0
Q03951,R360195,0
Q21394,R453759,0
Q26096,R001103,1
Q30075,R005103,1
Q13709,R278268,0
Q14499,R458512,0
Q20719,R847599,1
Q25033,R000033,1
Q29216,R004238,1
Q21882,R345000,0
Q11504,R638630,1
Q28000,R003017,1
Q25514,R000518,1
Q15781,R864404,0
Q15870,R316540,0
Q01182,R925451,1
Q25050,R000051,1
Q20148,R270250,0
Q05801,R636542,1
Q05901,R414800,0
Q27847,R002862,1
Q05823,R219523,0
Q25667,R000671,1
Q14246,R167685,1
Q02262,R895397,0
Q26393,R001401,1
Q15830,R445593,0
Q28551,R003570,1
Q26176,R001183,1
Q17079,R162080,0
Q26223,R001230,1
Q30014,R005041,1
Q26126,R001133,1
Q26965,R001974,1
Q00151,R760616,0
Q02544,R514455,1
Q03043,R383409,0
Q15790,R804417,1
Q24489,R641667,0
Q14152,R114798,0
Q18871,R826590,1
Q27417,R002429,1
Q24206,R571606,1
Q17212,R114991,0
Q22767,R910309,1
Q14514,R108202,0
Q29119,R004141,1
Q29893,R004920,1
Q29494,R004519,1
Q30449,R005478,1
Q02789,R603878,0
Q25265,R000268,1
Q01943,R669728,0
Q21255,R143235,1
Q09822,R096905,1
Q04905,R639424,0
Q26492,R001500,1
Q09985,R049403,1
Q29663,R004689,1
Q28653,R003672,1
Q29382,R004406,1
Q26562,R001570,1
Q24475,R488324,0
Q00142,R278476,0
Q08867,R917719,0
Q28650,R003669,1
Q01741,R697334,1
Q29622,R004648,1
Q14801,R293881,1
Q28740,R003760,1
Q18476,R698010,0
Q26100,R001107,1
Q00055,R546634,0
Q28663,R003682,1
Q19942,R328877,0
Q20386,R522582,0
Q29562,R004587,1
Q16694,R936499,1
Q25638,R000642,1
Q14006,R815451,0
Q13903,R442010,1
Q26220,R001227,1
Q02645,R569117,0
Q29435,R004459,1
Q05380,R404850,0
Q25703,R000707,1
Q27127,R002138,1
Q28945,R003967,1
Q18260,R989861,1
Q30371,R005400,1
Q26323,R001330,1
Q07515,R077178,0
Q22058,R155079,0
Q26431,R001439,1
Q28012,R003029,1
Q04547,R501329,1
Q18557,R960158,0
Q22660,R686657,0
Q27566,R002578,1
Q11714,R081081,0
Q01690,R287363,0
Q01453,R656543,0
Q25176,R000179,1
Q09099,R951799,0
Q01368,R942310,1
Q29738,R004764,1
Q22607,R117957,0
Q15571,R183190,0
Q22440,R295043,0
Q01118,R953999,1
Q28858,R003878,1
Q17041,R741790,0
Q14410,R335522,1
Q17401,R656881,0
Q20821,R981726,0
Q08575,R195742,0
Q13993,R315716,1
Q27708,R002722,1
Q23253,R121949,0
Q18579,R217588,1
Q21812,R224028,0
Q18448,R145358,0
Q10247,R644653,0
Q00341,R484977,0
Q27451,R002463,1
Q11245,R692959,0
Q27319,R002331,1
Q00026,R937849,1
Q02100,R607555,0
Q28701,R003720,1
Q07266,R654701,1
Q16389,R272111,0
Q02970,R392658,0
Q09022,R387851,0
Q15669,R326597,0
Q28591,R003610,1
Q09427,R970195,1
Q18970,R692690,0
Q04623,R478354,0
Q20790,R016598,0
Q20824,R589568,0
Q26121,R001128,1
Q18263,R096295,0
Q17112,R056160,0
Q01153,R638005,1
Q23856,R573175,0
Q00304,R443551,0
Q29104,R004126,1
Q00654,R449375,1
Q16523,R279858,1
Q24410,R502650,1
Q07310,R996776,0
Q25254,R000257,1
Q28362,R003380,1
Q11964,R789191,1
Q27665,R002677,1
Q09623,R979648,0
Q22649,R889478,1
Q27583,R002595,1
Q07590,R625283,0
Q26730,R001738,1
Q11346,R799441,0
Q28017,R003034,1
Q26990,R001999,1
Q01654,R886790,0
Q05665,R721468,0
Q10223,R217585,0
Q01934,R579014,1
Q21563,R931088,0
Q28541,R003560,1
Q00351,R845486,0
Q27019,R002028,1
Q11810,R737465,0
Q11584,R894220,1
Q19545,R599568,0
Q10050,R673431,1
Q11748,R999171,0
Q08950,R049233,1
Q02866,R358960,0
Q06986,R098303,0
Q16136,R139358,1
Q00260,R626755,1
Q19515,R825787,0
Q01176,R695342,0
Q03007,R699019,0
Q27652,R002664,1
Q02879,R556810,0
Q02419,R438408,1
Q28399,R003417,1
Q07197,R649972,0
Q18994,R115803,1
Q28325,R003343,1
Q28415,R003433,1
Q10271,R547426,0
Q18103,R524574,0
Q04969,R415614,1
Q12793,R516218,0
Q01150,R010286,1
Q16429,R825237,0
Q29658,R004684,1
Q06728,R499667,0
Q01421,R275005,0
Q27114,R002124,1
Q07618,R793025,1
Q01589,R894043,0
Q28644,R003663,1
Q29892,R004919,1
Q26357,R001365,1
Q04441,R997254,0
Q26432,R001440,1
Q04414,R013853,1
Q19549,R462980,0
Q29782,R004808,1
Q25518,R000522,1
Q16360,R606372,0
Q12701,R343722,0
Q01660,R397996,0
Q27289,R002301,1
Q26147,R001154,1
Q27568,R002580,1
Q10003,R336847,0
Q11390,R170150,0
Q24798,R710596,0
Q03743,R032197,0
Q30636,R005666,1
Q29576,R004601,1
Q27970,R002987,1
Q13160,R127231,0
Q06971,R744041,1
Q08597,R098870,0
Q19827,R392797,0
Q07674,R956700,0
Q30166,R005194,1
Q16676,R705926,0
Q16350,R461246,0
Q10081,R575707,0
Q28610,R003629,1
Q21018,R034153,0
Q21286,R234601,1
Q07596,R025961,0
Q20153,R409931,0
Q04473,R681999,0
Q07141,R840995,0
Q26465,R001473,1
Q18895,R141903,0
Q30055,R005083,1
Q23684,R616172,1
Q23711,R866379,1
Q09497,R586457,0
Q23141,R753394,0
Q20098,R223877,1
Q30121,R005149,1
Q20765,R190721,0
Q26682,R001690,1
Q03522,R836554,0
Q25804,R000809,1
Q12182,R128472,0
Q12712,R746771,0
Q07705,R957765,0
Q27036,R002045,1
Q18363,R712189,1
Q17825,R704344,0
Q14122,R715986,0
Q16048,R858975,0
Q10261,R170309,1
Q12315,R492488,0
Q13518,R279697,0
Q24761,R261500,0
Q19820,R315167,0
Q08208,R956304,1
Q28204,R003222,1
Q17005,R492472,1
Q00710,R061616,0
Q28676,R003695,1
Q26831,R001840,1
Q15614,R595803,0
Q06343,R171066,0
Q13373,R213421,0
Q01385,R850492,0
Q14510,R860681,0
Q25862,R000868,1
Q01972,R018205,0
Q21790,R211157,0
Q00050,R251939,0
Q28815,R003835,1
Q02252,R224772,1
Q27187,R002199,1
Q26455,R001463,1
Q21134,R496767,0
Q07157,R245528,0
Q16466,R122277,1
Q03788,R068937,0
Q12693,R141868,0
Q28025,R003042,1
Q15921,R899813,0
Q04212,R539701,0
Q12953,R143954,0
Q29948,R004975,1
Q24896,R803815,0
Q29687,R004713,1
Q04653,R771512,0
Q24892,R157768,1
Q04712,R522786,0
Q02224,R720225,0
Q30454,R005483,1
Q23659,R399778,0
Q19627,R349736,1
Q29858,R004884,1
Q01015,R987556,0
Q26665,R001673,1
Q06818,R874458,1
Q11031,R314211,0
Q03155,R621791,0
Q27645,R002657,1
Q26136,R001143,1
Q13718,R654310,1
Q30617,R005647,1
Q18849,R646403,0
Q01984,R138821,0
Q01381,R746946,1
Q19153,R331807,1
Q21044,R225878,0
Q27053,R002062,1
Q15713,R398141,0
Q16440,R538205,1
Q08674,R305342,0
Q25867,R000873,1
Q25130,R000132,1
Q16779,R842003,0
Q27163,R002175,1
Q09642,R413986,1
Q04816,R636631,1
Q09048,R916156,0
Q06064,R674800,1
Q10726,R016896,0
Q06743,R011162,0
Q17470,R820317,0
Q00122,R918939,0
Q14788,R887836,0
Q02075,R544287,0
Q13322,R320126,0
Q19508,R677267,0
Q09890,R774167,0
Q01993,R549530,1
Q16600,R261262,0
Q26153,R001160,1
Q12215,R184573,0
Q24411,R975132,0
Q14473,R387487,0
Q21082,R505607,0
Q28734,R003754,1
Q04442,R522881,0
Q16858,R450344,0
Q15807,R698588,1
Q25104,R000106,1
Q01730,R670563,0
Q26529,R001537,1
Q02227,R067886,0
Q04694,R285494,1
Q25814,R000819,1
Q25728,R000732,1
Q29891,R004918,1
Q07741,R483990,0
Q02050,R586346,0
Q22963,R956550,0
Q04997,R826424,1
Q04861,R646097,0
Q23744,R775105,1
Q27579,R002591,1
Q13441,R842850,0
Q06072,R915447,0
Q02040,R541059,0
Q11373,R413074,1
Q22040,R224955,1
Q12495,R137282,1
Q28976,R003998,1
Q30678,R005708,1
Q00027,R849569,0
Q05377,R789043,0
Q26725,R001733,1
Q06480,R562440,0
Q21287,R587732,0
Q12610,R672069,0
Q24778,R565101,0
Q16432,R655175,1
Q21152,R418036,0
Q09327,R063801,0
Q12107,R657626,0
Q03960,R147808,0
Q19495,R159195,0
Q22271,R862664,0
Q23411,R406700,0
Q18355,R630053,0
Q02569,R779248,1
Q16478,R029443,0
Q13834,R302503,0
Q25231,R000234,1
Q27306,R002318,1
Q03990,R552532,0
Q22966,R422432,0
Q14776,R716374,1
Q04814,R481773,0
Q02103,R882723,0
Q07516,R212129,0
Q25285,R000288,1
Q25930,R000936,1
Q18020,R036825,1
Q00961,R187400,0
Q15241,R320370,1
Q27003,R002012,1
Q30540,R005570,1
Q17281,R012653,1
Q14346,R819942,0
Q11417,R964065,1
Q05735,R044990,0
Q28726,R003746,1
Q23602,R491923,0
Q30525,R005555,1
Q09002,R884084,1
Q11741,R953830,0
Q07899,R488712,1
Q28875,R003895,1
Q30020,R005047,1
Q24890,R496878,1
Q23832,R297615,0
Q28872,R003892,1
Q30680,R005710,1
Q09554,R604944,0
Q27243,R002255,1
Q05770,R290591,0
Q01543,R831904,0
Q16892,R443261,0
Q04670,R527635,0
Q07707,R543492,0
Q27915,R002930,1
Q26630,R001638,1
Q15608,R465662,0
Q19962,R027234,1
Q28009,R003026,1
Q12422,R919336,1
Q28864,R003884,1
Q14908,R497858,0
Q29878,R004904,1
Q20099,R922344,0
Q29277,R004300,1
Q13229,R147912,1
Q20918,R308779,1
Q01461,R812413,0
Q28670,R003689,1
Q06379,R706841,0
Q25329,R000332,1
Q06681,R710554,0
Q06924,R622407,1
Q29900,R004927,1
Q22971,R813578,0
Q09753,R659891,0
Q13330,R954259,0
Q03709,R542986,0
Q29384,R004408,1
Q03681,R394559,0
Q28419,R003437,1
Q23432,R357684,1
Q18816,R724875,0
Q11881,R457797,1
Q28030,R003047,1
Q23891,R507202,0
Q29302,R004325,1
Q30188,R005216,1
Q11947,R589566,0
Q29970,R004997,1
Q22582,R486735,0
Q23231,R458901,0
Q01490,R823353,0
Q27710,R002724,1
Q11849,R352746,0
Q30413,R005442,1
Q25521,R000525,1
Q22006,R316867,0
Q21745,R566557,0
Q20423,R414383,0
Q25178,R000181,1
Q10978,R968705,0
Q10563,R655371,0
Q09470,R425718,1
Q03021,R883609,0
Q21542,R646054,1
Q10910,R647006,1
Q27374,R002386,1
Q22068,R091125,1
Q28558,R003577,1
Q00036,R736804,0
Q09511,R058104,0
Q01554,R666078,0
Q13935,R130651,0
Q18398,R378246,0
Q29197,R004219,1
Q25715,R000719,1
Q05615,R023087,0
Q13482,R131466,0
Q02049,R319229,0
Q30163,R005191,1
Q28572,R003591,1
Q24118,R111464,0
Q10259,R328566,0
Q26677,R001685,1
Q26138,R001145,1
Q25978,R000984,1
Q18332,R326112,0
Q06551,R132676,0
Q30010,R005037,1
Q25399,R000403,1
Q23362,R618199,0
Q02947,R566815,1
Q07894,R995896,0
Q00062,R498112,0
Q06177,R525099,0
Q18329,R438558,0
Q19517,R578058,0
Q10168,R346949,0
Q08013,R475514,0
Q10209,R175014,0
Q25991,R000997,1
Q18283,R277975,1
Q12904,R900502,0
Q10145,R933782,1
Q19408,R668518,1
Q27485,R002497,1
Q25295,R000298,1
Q26727,R001735,1
Q12038,R513824,0
Q05881,R007283,1
Q19654,R964683,1
Q26760,R001769,1
Q14051,R168306,1
Q30412,R005441,1
Q21990,R552943,1
Q08247,R687541,0
Q22909,R440316,0
Q03353,R425795,0
Q20285,R768828,0
Q13463,R641753,0
Q19625,R618815,1
Q11724,R565355,1
Q01310,R847749,1
Q01527,R746872,0
Q04133,R804920,0
Q00326,R274876,1
Q25464,R000468,1
Q28047,R003064,1
Q29300,R004323,1
Q20706,R665129,1
Q18297,R128953,0
Q00267,R083996,0
Q30303,R005332,1
Q12037,R856071,1
Q27940,R002956,1
Q27969,R002986,1
Q20232,R458063,0
Q19466,R973815,0
Q28981,R004003,1
Q09556,R112183,0
Q27975,R002992,1
Q00801,R945926,0
Q25760,R000764,1
Q29071,R004093,1
Q26046,R001052,1
Q26368,R001376,1
Q14682,R376232,1
Q19138,R886877,0
Q24754,R613096,0
Q03237,R231988,1
Q04138,R044864,0
Q00767,R184168,0
Q19399,R003152,0
Q10864,R327962,0
Q19354,R380151,1
Q07959,R797297,1
Q02781,R614742,0
Q12800,R044096,0
Q04999,R462973,1
Q16049,R326740,1
Q22622,R295755,0
Q28203,R003221,1
Q23014,R954436,1
Q19746,R259147,0
Q03125,R340576,1
Q05640,R261271,1
Q20685,R615631,0
Q19713,R485520,0
Q26739,R001747,1
Q24170,R035309,0
Q10380,R188338,0
Q16826,R858608,1
Q14964,R726739,0
Q11351,R382650,1
Q17940,R256766,0
Q20759,R524619,0
Q08398,R856588,0
Q04544,R740824,1
Q08072,R099048,0
Q11927,R321308,0
Q01410,R431877,0
Q24258,R485122,0
Q00797,R951914,1
Q06766,R151603,1
Q12394,R303297,0
Q22379,R854807,0
Q08892,R453274,0
Q26502,R001510,1
Q00564,R154424,0
Q13612,R191303,0
Q27254,R002266,1
Q15137,R745425,0
Q21151,R440481,0
Q08718,R459491,1
Q06735,R083469,0
Q21465,R695113,1
Q04247,R645439,0
Q08132,R436579,1
Q25277,R000280,1
Q04053,R607293,0
Q26462,R001470,1
Q24968,R219187,0
Q07639,R846805,0
Q02488,R087809,0
Q26621,R001629,1
Q26795,R001804,1
Q23635,R516552,0
Q25816,R000821,1
Q10796,R730049,0
Q11614,R662154,0
Q20449,R333316,0
Q17471,R067416,0
Q24583,R990672,0
Q26487,R001495,1
Q20017,R420532,1
Q02571,R441200,0
Q11778,R244267,0
Q18560,R942539,0
Q06696,R008278,0
Q17900,R255224,1
Q30472,R005501,1
Q28908,R003929,1
Q07949,R532450,1
Q01852,R215835,1
Q16189,R486688,0
Q12176,R771833,0
Q17253,R389560,0
Q07237,R482845,0
Q21457,R312737,0
Q03804,R474985,0
Q11091,R190995,0
Q25199,R000202,1
Q30499,R005529,1
Q01539,R254459,0
Q30037,R005064,1
Q30308,R005337,1
Q11138,R347617,0
Q10327,R389441,1
Q10838,R354763,0
Q29967,R004994,1
Q24725,R026038,0
Q21074,R290006,0
Q04829,R601099,1
Q26528,R001536,1
Q01921,R438367,0
Q25288,R000291,1
Q12734,R993936,0
Q04121,R541625,0
Q17510,R612932,0
Q02068,R469285,0
Q28238,R003256,1
Q30511,R005541,1
Q19025,R127079,0
Q26295,R001302,1
Q07799,R011466,0
Q28516,R003535,1
Q09429,R924099,0
Q26095,R001102,1
Q08373,R654147,0
Q27098,R002108,1
Q25008,R000008,1
Q17334,R583095,0
Q07238,R565947,0
Q29265,R004288,1
Q00096,R402336,1
Q22252,R539159,0
Q25332,R000335,1
Q19247,R452968,0
Q28718,R003738,1
Q03499,R985789,0
Q09188,R852466,0
Q10667,R760686,0
Q30347,R005376,1
Q16761,R053025,1
Q24324,R526320,0
Q10935,R104101,0
Q22281,R286962,0
Q07909,R763452,0
Q11064,R326417,0
Q28212,R003230,1
Q10522,R841037,1
Q20369,R698438,1
Q27318,R002330,1
Q10756,R828253,0
Q29855,R004881,1
Q02883,R210959,0
Q15199,R481922,1
Q20581,R910748,0
Q04406,R529117,1
Q30565,R005595,1
Q28007,R003024,1
Q07276,R145273,1
Q12983,R330843,1
Q03566,R301122,0
Q02225,R442799,1
Q06133,R792274,0
Q11446,R464177,0
Q10997,R561043,0
Q17957,R839315,1
Q20885,R024270,1
Q08202,R956751,0
Q29669,R004695,1
Q07779,R423949,0
Q30154,R005182,1
Q22390,R988789,0
Q28755,R003775,1
Q11097,R092249,1
Q17046,R074671,1
Q25377,R000380,1
Q16447,R400890,0
Q23488,R023401,1
Q24700,R962770,0
Q03340,R517947,0
Q19404,R854695,0
Q15350,R529504,0
Q28413,R003431,1
Q00319,R778622,0
Q23774,R870859,1
Q07653,R915902,0
Q04531,R219138,0
Q19970,R697314,1
Q00589,R449303,0
Q24264,R882208,1
Q09275,R315732,0
Q21456,R735088,0
Q26891,R001900,1
Q13188,R312802,0
Q02972,R457599,0
Q08031,R204917,1
Q24189,R214219,1
Q25532,R000536,1
Q22226,R203121,0
Q17254,R395062,0
Q14698,R630175,0
Q24523,R528130,0
Q19269,R918707,0
Q26371,R001379,1
Q02456,R860418,0
Q18472,R405144,0
Q28153,R003171,1
Q27438,R002450,1
Q10095,R791704,0
Q22387,R649582,1
Q00891,R157882,0
Q07164,R554792,1
Q16682,R906432,0
Q17461,R188521,0
Q16179,R610425,0
Q05664,R563431,0
Q10378,R088936,1
Q20641,R320224,0
Q28312,R003330,1
Q02284,R534497,1
Q23089,R768949,1
Q10062,R804002,1
Q24207,R477155,0
Q29539,R004564,1
Q27878,R002893,1
Q27422,R002434,1
Q29137,R004159,1
Q03137,R355384,0
Q08229,R096839,1
Q07748,R370172,1
Q02724,R613651,1
Q10877,R639083,0
Q07800,R456753,0
Q16675,R974222,1
Q28779,R003799,1
Q16228,R414669,1
Q12432,R252992,1
Q12890,R425820,0
Q28185,R003203,1
Q25260,R000263,1
Q25701,R000705,1
Q07070,R995195,0
Q00927,R553575,0
Q19999,R533987,0
Q25757,R000761,1
Q11806,R172030,0
Q11632,R100012,0
Q04802,R807447,1
Q21175,R185374,1
Q06184,R056433,0
Q16002,R156167,1
Q02521,R558720,1
Q11203,R876868,0
Q07054,R296926,0
Q13864,R292298,0
Q29993,R005020,1
Q23641,R857578,0
Q18447,R052485,1
Q28042,R003059,1
Q25926,R000932,1
Q20131,R559082,1
Q03518,R240510,0
Q28952,R003974,1
Q18532,R133436,0
Q29592,R004618,1
Q03198,R422277,0
Q07325,R713496,0
Q13355,R214295,0
Q14626,R658469,0
Q11871,R771209,0
Q30408,R005437,1
Q23170,R574376,1
Q29601,R004627,1
Q15773,R338925,0
Q27376,R002388,1
Q14959,R038308,0
Q27096,R002106,1
Q28102,R003119,1
Q27754,R002768,1
Q14569,R028361,1
Q03762,R950108,0
Q17698,R767169,0
Q26880,R001889,1
Q07654,R135969,1
Q02793,R326177,0
Q01864,R700692,0
Q25745,R000749,1
Q10856,R922893,0
Q13452,R331025,1
Q26476,R001484,1
Q28235,R003253,1
Q19830,R495476,0
Q04940,R671609,0
Q18261,R442684,1
Q02568,R662456,0
Q30546,R005576,1
Q13664,R629228,1
Q25240,R000243,1
Q25085,R000087,1
Q29196,R004218,1
Q23426,R212999,1
Q21259,R060161,0
Q18730,R349506,1
Q17131,R777942,1
Q26009,R001015,1
Q08496,R014788,1
Q25557,R000561,1
Q25487,R000491,1
Q05175,R183985,0
Q10392,R318616,1
Q06850,R158319,0
Q19295,R882584,0
Q24588,R626364,1
Q02524,R174693,0
Q22070,R560296,0
Q00806,R100347,0
Q06536,R363103,1
Q26579,R001587,1
Q27910,R002925,1
Q13620,R418236,1
Q01374,R888383,1
Q05327,R254174,1
Q06373,R735197,1
Q04478,R323643,0
Q18797,R269540,0
Q15218,R579599,0
Q28931,R003953,1
Q18164,R587426,0
Q07836,R333015,0
Q21984,R516875,1
Q29947,R004974,1
Q29777,R004803,1
Q14371,R832905,0
Q29083,R004105,1
Q28840,R003860,1
Q26840,R001849,1
Q04401,R450803,1
Q02457,R471074,0
Q30477,R005506,1
Q02288,R000337,0
Q22773,R445218,0
Q23772,R506417,1
Q08951,R405633,0
Q25259,R000262,1
Q18114,R910141,1
Q06777,R095909,0
Q05429,R317994,1
Q13051,R064498,1
Q12292,R235842,0
Q21251,R709865,0
Q24554,R127856,1
Q06272,R595909,1
Q01530,R472608,0
Q13559,R422402,0
Q14518,R564417,0
Q07242,R179469,0
Q10996,R570894,0
Q02605,R521107,0
Q27816,R002831,1
Q30358,R005387,1
Q15356,R136361,0
Q16468,R944769,0
Q03745,R153554,0
Q30346,R005375,1
Q02325,R013525,0
Q29404,R004428,1
Q19595,R837148,1
Q10524,R294824,0
Q19546,R583694,0
Q30519,R005549,1
Q22577,R836125,0
Q26139,R001146,1
Q29886,R004913,1
Q21909,R302852,0
Q09714,R066204,0
Q09564,R257625,0
Q17422,R075395,0
Q07995,R330268,0
Q16153,R778587,0
Q22165,R053657,0
Q09242,R999255,0
Q03812,R414170,0
Q16642,R997159,0
Q07068,R735346,0
Q22473,R196760,0
Q13205,R306617,0
Q23294,R414850,0
Q06034,R548205,0
Q25173,R000176,1
Q28162,R003180,1
Q07755,R200923,0
Q28883,R003903,1
Q27354,R002366,1
Q05514,R872938,0
Q29171,R004193,1
Q20206,R474403,0
Q25654,R000658,1
Q28366,R003384,1
Q28978,R004000,1
Q10225,R725784,0
Q04948,R021319,0
Q15659,R957833,0
Q13651,R080318,0
Q08397,R165045,0
Q25172,R000175,1
Q27562,R002574,1
Q06795,R263208,0
Q08376,R815562,1
Q25594,R000598,1
Q05994,R024810,0
Q05785,R359506,0
Q30180,R005208,1
Q28574,R003593,1
Q29980,R005007,1
Q14331,R392006,0
Q05633,R561823,1
Q28581,R003600,1
Q24996,R994016,0
Q13033,R625778,0
Q04266,R630696,0
Q03724,R308725,0
Q30246,R005274,1
Q24214,R338266,1
Q18902,R882240,0
Q06051,R364378,0
Q27490,R002502,1
Q23201,R859000,0
Q29113,R004135,1
Q09080,R394250,0
Q20552,R325089,0
Q29766,R004792,1
Q23819,R345009,0
Q06200,R790202,0
Q10489,R141157,1
Q21473,R888001,0
Q01273,R414978,1
Q10092,R262782,0
Q09107,R258832,0
Q20687,R355346,0
Q18599,R571742,0
Q14451,R758113,0
Q24983,R934675,0
Q07215,R128763,0
Q16277,R721474,0
Q29316,R004340,1
Q28080,R003097,1
Q02716,R301613,0
Q25072,R000073,1
Q15117,R181348,0
Q07188,R297024,1
Q27410,R002422,1
Q01771,R156777,0
Q26867,R001876,1
Q24501,R547641,0
Q21514,R495027,0
Q12477,R645557,1
Q08520,R456121,0
Q30464,R005493,1
Q19845,R145155,0
Q23748,R350319,0
Q15520,R001691,0
Q03659,R155870,0
Q18362,R967641,0
Q07864,R275912,0
Q01215,R619989,0
Q18903,R907430,0
Q18072,R385618,1
Q11666,R556549,1
Q08363,R063809,1
Q05146,R146561,0
Q27837,R002852,1
Q00498,R469755,0
Q05920,R612027,1
Q07961,R539093,0
Q17756,R864309,1
Q14521,R673891,0
Q20527,R712551,0
Q07233,R551856,0
Q25900,R000906,1
Q02971,R380639,1
Q19947,R605980,0
Q06563,R517823,0
Q29588,R004614,1
Q28494,R003513,1
Q06303,R059166,1
Q16997,R583413,0
Q18803,R779865,0
Q16701,R773317,0
Q20029,R311411,0
Q13332,R839512,0
Q10163,R336679,1
Q07407,R771582,0
Q24095,R108080,0
Q02133,R770363,0
Q25005,R000005,1
Q30359,R005388,1
Q10532,R546801,1
Q25102,R000104,1
Q19395,R494144,0
Q05260,R460074,1
Q28013,R003030,1
Q17739,R407447,0
Q17183,R439226,0
Q22536,R050437,1
Q26602,R001610,1
Q28849,R003869,1
Q08222,R947563,1
Q28209,R003227,1
Q30294,R005322,1
Q29272,R004295,1
Q20572,R463936,0
Q00824,R964604,1
Q15592,R447092,1
